"","FarmID","SampleTime","Sampling","Loc","University","CertYear","HouseStyle","PastureTime","StockDen","Bed","BedAdd","BedAddFreq","StallCleanFreq","CowNum","MilkFreq","PplNumPerWk","PplNumPerShift","NonFamEmp","NonFamEmpNum","FullEmpNum","PartEmp","PartEmpNum","Glove","GloveFreq","PreDipType","PostDip","PostDipType","UdderSti","ClipFlame","CowMilkLoc","Parlor","CowParlorClean","CowWaitMilk","CowHoldClean","TeatEndScore","UdderHygScore","TowelType","CowTowelWipe","CornSilage","Haylage","CornMeal","DryHay","Baleage","GrassSillage","Earlage","Snaplage","BioFeedAdd","DryMatPercent","FeedPurchase","Coop","ClosedHerd","Test","Conc","HoldHose","HoldManScrap","HoldFluSys","HoldScrBru","ParlorHose","ParlorManScrap","ParlorFluSys","ParlorDeter","ParlorScrBru","ParlorRobot","TowelChloDeter","TowelDeter","TowelBleac","TowelMacDry","TowelLaundry","TowelVinegar","TowelWashMac","SPCvar","tempmax","tempmin","temp","humidity","precip","precipcover","windgust","windspeed","solarradiation","tempmax_1d","tempmin_1d","temp_1d","humidity_1d","precip_1d","precipcover_1d","windgust_1d","windspeed_1d","solarradiation_1d","tempmax_2d","tempmin_2d","temp_2d","humidity_2d","precip_2d","precipcover_2d","windgust_2d","windspeed_2d","solarradiation_2d","tempmax_3d","tempmin_3d","temp_3d","humidity_3d","precip_3d","precipcover_3d","windgust_3d","windspeed_3d","solarradiation_3d"
"11","R1","2021-10-20","C","PA","PSU",20,"Tie stalls or stanchions",6,1.18,"Straw","limestone","1x per day","2x/day",33,"2x",2,2,"No",0,0,"No",0,"Yes","1","Hydrogen peroxide based","Yes","Iodine based","Forestripping","No","Stall/barn","No","Yes","No","No holding area","No","No","Paper","0-1","Yes","Yes","Yes","Yes","No","No","No","No","None","< 40%","Yes","Organic Valley","Yes","BAB",4.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.518734533761749,23.8,11.1,16.8,59.5,0,0,37.1,21,136.9,20.9,6.2,13,61.2,0,0,42.1,24,157,15.4,8.1,11,65.7,0,0,53,31,119.3,15.3,8.9,11.9,69.6,0,0,50,27.9,91.2
"12","R1","2021-10-20","C","PA","PSU",20,"Tie stalls or stanchions",6,1.18,"Straw","limestone","1x per day","2x/day",33,"2x",2,2,"No",0,0,"No",0,"Yes","1","Hydrogen peroxide based","Yes","Iodine based","Forestripping","No","Stall/barn","No","Yes","No","No holding area","No","No","Paper","0-1","Yes","Yes","Yes","Yes","No","No","No","No","None","< 40%","Yes","Organic Valley","Yes","PSC",0.04,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.518734533761749,23.8,11.1,16.8,59.5,0,0,37.1,21,136.9,20.9,6.2,13,61.2,0,0,42.1,24,157,15.4,8.1,11,65.7,0,0,53,31,119.3,15.3,8.9,11.9,69.6,0,0,50,27.9,91.2
"13","R1","2021-10-20","C","PA","PSU",20,"Tie stalls or stanchions",6,1.18,"Straw","limestone","1x per day","2x/day",33,"2x",2,2,"No",0,0,"No",0,"Yes","1","Hydrogen peroxide based","Yes","Iodine based","Forestripping","No","Stall/barn","No","Yes","No","No holding area","No","No","Paper","0-1","Yes","Yes","Yes","Yes","No","No","No","No","None","< 40%","Yes","Organic Valley","Yes","MSC",1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.518734533761749,23.8,11.1,16.8,59.5,0,0,37.1,21,136.9,20.9,6.2,13,61.2,0,0,42.1,24,157,15.4,8.1,11,65.7,0,0,53,31,119.3,15.3,8.9,11.9,69.6,0,0,50,27.9,91.2
"14","R1","2021-10-20","C","PA","PSU",20,"Tie stalls or stanchions",6,1.18,"Straw","limestone","1x per day","2x/day",33,"2x",2,2,"No",0,0,"No",0,"Yes","1","Hydrogen peroxide based","Yes","Iodine based","Forestripping","No","Stall/barn","No","Yes","No","No holding area","No","No","Paper","0-1","Yes","Yes","Yes","Yes","No","No","No","No","None","< 40%","Yes","Organic Valley","Yes","TSC",2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.518734533761749,23.8,11.1,16.8,59.5,0,0,37.1,21,136.9,20.9,6.2,13,61.2,0,0,42.1,24,157,15.4,8.1,11,65.7,0,0,53,31,119.3,15.3,8.9,11.9,69.6,0,0,50,27.9,91.2
"15","R1","2021-10-20","C","PA","PSU",20,"Tie stalls or stanchions",6,1.18,"Straw","limestone","1x per day","2x/day",33,"2x",2,2,"No",0,0,"No",0,"Yes","1","Hydrogen peroxide based","Yes","Iodine based","Forestripping","No","Stall/barn","No","Yes","No","No holding area","No","No","Paper","0-1","Yes","Yes","Yes","Yes","No","No","No","No","None","< 40%","Yes","Organic Valley","Yes","APC",270,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.518734533761749,23.8,11.1,16.8,59.5,0,0,37.1,21,136.9,20.9,6.2,13,61.2,0,0,42.1,24,157,15.4,8.1,11,65.7,0,0,53,31,119.3,15.3,8.9,11.9,69.6,0,0,50,27.9,91.2
"16","R1","2022-01-13","D","PA","PSU",20,"Tie stalls or stanchions",0,1,"Straw","limestone","1x per day","2x/day",33,"2x",2,2,"No",0,0,"No",0,"Yes","1","Hydrogen peroxide based","Yes","Iodine based","Forestripping","No","Stall/barn","No","Yes","No","No holding area","No","No","Paper","0-1","Yes","No","Yes","Yes","Yes","No","No","No","None","< 40%","Yes","Organic Valley","Yes","BAB",40,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.518734533761749,6.4,-2.5,1.8,66.5,0,0,19.4,3.8,63.6,2.5,-9.1,-2.8,60.9,0,0,48.2,13.7,66,-5.4,-9.1,-7.3,53.5,0,0,53.6,26.4,82.1,2.7,-5.2,-2.4,54.8,0,0,49.3,31.1,75.5
"17","R1","2022-01-13","D","PA","PSU",20,"Tie stalls or stanchions",0,1,"Straw","limestone","1x per day","2x/day",33,"2x",2,2,"No",0,0,"No",0,"Yes","1","Hydrogen peroxide based","Yes","Iodine based","Forestripping","No","Stall/barn","No","Yes","No","No holding area","No","No","Paper","0-1","Yes","No","Yes","Yes","Yes","No","No","No","None","< 40%","Yes","Organic Valley","Yes","PSC",0.02,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.518734533761749,6.4,-2.5,1.8,66.5,0,0,19.4,3.8,63.6,2.5,-9.1,-2.8,60.9,0,0,48.2,13.7,66,-5.4,-9.1,-7.3,53.5,0,0,53.6,26.4,82.1,2.7,-5.2,-2.4,54.8,0,0,49.3,31.1,75.5
"18","R1","2022-01-13","D","PA","PSU",20,"Tie stalls or stanchions",0,1,"Straw","limestone","1x per day","2x/day",33,"2x",2,2,"No",0,0,"No",0,"Yes","1","Hydrogen peroxide based","Yes","Iodine based","Forestripping","No","Stall/barn","No","Yes","No","No holding area","No","No","Paper","0-1","Yes","No","Yes","Yes","Yes","No","No","No","None","< 40%","Yes","Organic Valley","Yes","MSC",1.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.518734533761749,6.4,-2.5,1.8,66.5,0,0,19.4,3.8,63.6,2.5,-9.1,-2.8,60.9,0,0,48.2,13.7,66,-5.4,-9.1,-7.3,53.5,0,0,53.6,26.4,82.1,2.7,-5.2,-2.4,54.8,0,0,49.3,31.1,75.5
"19","R1","2022-01-13","D","PA","PSU",20,"Tie stalls or stanchions",0,1,"Straw","limestone","1x per day","2x/day",33,"2x",2,2,"No",0,0,"No",0,"Yes","1","Hydrogen peroxide based","Yes","Iodine based","Forestripping","No","Stall/barn","No","Yes","No","No holding area","No","No","Paper","0-1","Yes","No","Yes","Yes","Yes","No","No","No","None","< 40%","Yes","Organic Valley","Yes","TSC",1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.518734533761749,6.4,-2.5,1.8,66.5,0,0,19.4,3.8,63.6,2.5,-9.1,-2.8,60.9,0,0,48.2,13.7,66,-5.4,-9.1,-7.3,53.5,0,0,53.6,26.4,82.1,2.7,-5.2,-2.4,54.8,0,0,49.3,31.1,75.5
"20","R1","2022-01-13","D","PA","PSU",20,"Tie stalls or stanchions",0,1,"Straw","limestone","1x per day","2x/day",33,"2x",2,2,"No",0,0,"No",0,"Yes","1","Hydrogen peroxide based","Yes","Iodine based","Forestripping","No","Stall/barn","No","Yes","No","No holding area","No","No","Paper","0-1","Yes","No","Yes","Yes","Yes","No","No","No","None","< 40%","Yes","Organic Valley","Yes","APC",160,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.518734533761749,6.4,-2.5,1.8,66.5,0,0,19.4,3.8,63.6,2.5,-9.1,-2.8,60.9,0,0,48.2,13.7,66,-5.4,-9.1,-7.3,53.5,0,0,53.6,26.4,82.1,2.7,-5.2,-2.4,54.8,0,0,49.3,31.1,75.5
"21","R1","2022-03-03","E","PA","PSU",20,"Tie stalls or stanchions",1,1.18,"Straw","limestone","1x per day","2x/day",35,"2x",2,2,"No",0,0,"No",0,"Yes","1","Hydrogen peroxide based","Yes","Iodine based","Forestripping","No","Stall/barn","No","Yes","No","No holding area","No","No","Paper","0-1","Yes","No","Yes","Yes","Yes","No","No","No","None","< 40%","Yes","Organic Valley","Yes","MSC",10,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.518734533761749,9.6,-1.7,5.5,48.3,0.721,12.5,53.6,26.2,172.7,12.3,2,7.6,55.7,0,0,35.3,20,174.3,8.6,-1.7,3.7,63,0,0,49.7,16.1,95.6,4,-2.2,0.7,41.2,0,0,42.1,26.7,169.9
"22","R1","2022-03-03","E","PA","PSU",20,"Tie stalls or stanchions",1,1.18,"Straw","limestone","1x per day","2x/day",35,"2x",2,2,"No",0,0,"No",0,"Yes","1","Hydrogen peroxide based","Yes","Iodine based","Forestripping","No","Stall/barn","No","Yes","No","No holding area","No","No","Paper","0-1","Yes","No","Yes","Yes","Yes","No","No","No","None","< 40%","Yes","Organic Valley","Yes","TSC",0.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.518734533761749,9.6,-1.7,5.5,48.3,0.721,12.5,53.6,26.2,172.7,12.3,2,7.6,55.7,0,0,35.3,20,174.3,8.6,-1.7,3.7,63,0,0,49.7,16.1,95.6,4,-2.2,0.7,41.2,0,0,42.1,26.7,169.9
"23","R1","2022-03-03","E","PA","PSU",20,"Tie stalls or stanchions",1,1.18,"Straw","limestone","1x per day","2x/day",35,"2x",2,2,"No",0,0,"No",0,"Yes","1","Hydrogen peroxide based","Yes","Iodine based","Forestripping","No","Stall/barn","No","Yes","No","No holding area","No","No","Paper","0-1","Yes","No","Yes","Yes","Yes","No","No","No","None","< 40%","Yes","Organic Valley","Yes","APC",100,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.518734533761749,9.6,-1.7,5.5,48.3,0.721,12.5,53.6,26.2,172.7,12.3,2,7.6,55.7,0,0,35.3,20,174.3,8.6,-1.7,3.7,63,0,0,49.7,16.1,95.6,4,-2.2,0.7,41.2,0,0,42.1,26.7,169.9
"24","R1","2022-05-05","F","PA","PSU",20,"Tie stalls or stanchions",3.5,1.15,"Straw","limestone","1x per day","2x/day",35,"2x",2,2,"No",0,0,"No",0,"Yes","1","Hydrogen peroxide based","Yes","Iodine based","Forestripping","No","Stall/barn","No","Yes","No","No holding area","No","No","Paper","0-1","Yes","Yes","Yes","Yes","No","No","No","No","None","< 40%","Yes","Organic Valley","Yes","PSC",0.005,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.518734533761749,21.9,12.9,17.2,61.6,0,0,35.3,16.2,172.3,19.9,10.2,13.9,86.7,5.265,37.5,28.4,17.3,131.2,22.1,11.8,15.8,75.4,0,0,38.9,20.2,156.7,22.1,10.9,15.7,71.5,3.744,12.5,35.3,14.5,165.8
"25","R1","2022-05-05","F","PA","PSU",20,"Tie stalls or stanchions",3.5,1.15,"Straw","limestone","1x per day","2x/day",35,"2x",2,2,"No",0,0,"No",0,"Yes","1","Hydrogen peroxide based","Yes","Iodine based","Forestripping","No","Stall/barn","No","Yes","No","No holding area","No","No","Paper","0-1","Yes","Yes","Yes","Yes","No","No","No","No","None","< 40%","Yes","Organic Valley","Yes","MSC",2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.518734533761749,21.9,12.9,17.2,61.6,0,0,35.3,16.2,172.3,19.9,10.2,13.9,86.7,5.265,37.5,28.4,17.3,131.2,22.1,11.8,15.8,75.4,0,0,38.9,20.2,156.7,22.1,10.9,15.7,71.5,3.744,12.5,35.3,14.5,165.8
"26","R1","2022-05-05","F","PA","PSU",20,"Tie stalls or stanchions",3.5,1.15,"Straw","limestone","1x per day","2x/day",35,"2x",2,2,"No",0,0,"No",0,"Yes","1","Hydrogen peroxide based","Yes","Iodine based","Forestripping","No","Stall/barn","No","Yes","No","No holding area","No","No","Paper","0-1","Yes","Yes","Yes","Yes","No","No","No","No","None","< 40%","Yes","Organic Valley","Yes","TSC",1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.518734533761749,21.9,12.9,17.2,61.6,0,0,35.3,16.2,172.3,19.9,10.2,13.9,86.7,5.265,37.5,28.4,17.3,131.2,22.1,11.8,15.8,75.4,0,0,38.9,20.2,156.7,22.1,10.9,15.7,71.5,3.744,12.5,35.3,14.5,165.8
"27","R1","2022-05-05","F","PA","PSU",20,"Tie stalls or stanchions",3.5,1.15,"Straw","limestone","1x per day","2x/day",35,"2x",2,2,"No",0,0,"No",0,"Yes","1","Hydrogen peroxide based","Yes","Iodine based","Forestripping","No","Stall/barn","No","Yes","No","No holding area","No","No","Paper","0-1","Yes","Yes","Yes","Yes","No","No","No","No","None","< 40%","Yes","Organic Valley","Yes","APC",80,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.518734533761749,21.9,12.9,17.2,61.6,0,0,35.3,16.2,172.3,19.9,10.2,13.9,86.7,5.265,37.5,28.4,17.3,131.2,22.1,11.8,15.8,75.4,0,0,38.9,20.2,156.7,22.1,10.9,15.7,71.5,3.744,12.5,35.3,14.5,165.8
"28","R10","2021-05-19","A","PA","PSU",15,"Tie stalls or stanchions",16,1.04,"Sawdust","limestone","< 1x per day","< 1x/day",44,"2x",5,2.5,"No",0,3,"No",0,"No","unknown","Iodine based","Yes","Iodine based","Other","Yes","Stall/barn","No","No","No","No holding area","Yes","Yes","Paper","0-1","Yes","No","Yes","Yes","No","No","No","No","None","40-70%","Yes","Organic Valley","Yes","BAB",64,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.371518189404512,30.2,12,21.7,50.6,0,0,0,10.9,289.8,26.2,8.3,18.2,54.6,0,0,0,14.5,338.2,23.1,7,15.9,61.3,0,0,0,10.5,277.8,21.3,10.6,15.3,59.5,0.233,4.17,27.7,16.2,118.6
"29","R10","2021-05-19","A","PA","PSU",15,"Tie stalls or stanchions",16,1.04,"Sawdust","limestone","< 1x per day","< 1x/day",44,"2x",5,2.5,"No",0,3,"No",0,"No","unknown","Iodine based","Yes","Iodine based","Other","Yes","Stall/barn","No","No","No","No holding area","Yes","Yes","Paper","0-1","Yes","No","Yes","Yes","No","No","No","No","None","40-70%","Yes","Organic Valley","Yes","PSC",0.02,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.371518189404512,30.2,12,21.7,50.6,0,0,0,10.9,289.8,26.2,8.3,18.2,54.6,0,0,0,14.5,338.2,23.1,7,15.9,61.3,0,0,0,10.5,277.8,21.3,10.6,15.3,59.5,0.233,4.17,27.7,16.2,118.6
